"","cond_A_cell1","cond_A_cell2","cond_A_cell3","cond_A_cell4","cond_A_cell5","cond_A_cell6","cond_A_cell7","cond_A_cell8","cond_A_cell9","cond_A_cell10","cond_A_cell11","cond_A_cell12","cond_A_cell13","cond_A_cell14","cond_A_cell15","cond_A_cell16","cond_A_cell17","cond_A_cell18","cond_A_cell19","cond_A_cell20","cond_A_cell21","cond_A_cell22","cond_A_cell23","cond_A_cell24","cond_A_cell25","cond_A_cell26","cond_A_cell27","cond_A_cell28","cond_A_cell29","cond_A_cell30","cond_A_cell31","cond_A_cell32","cond_A_cell33","cond_A_cell34","cond_A_cell35","cond_A_cell36","cond_A_cell37","cond_A_cell38","cond_A_cell39","cond_A_cell40","cond_A_cell41","cond_A_cell42","cond_A_cell43","cond_A_cell44","cond_A_cell45","cond_A_cell46","cond_B_cell1","cond_B_cell2","cond_B_cell3","cond_B_cell4","cond_B_cell5","cond_B_cell6","cond_B_cell7","cond_B_cell8","cond_B_cell9","cond_B_cell10","cond_B_cell11","cond_B_cell12","cond_B_cell13","cond_B_cell14","cond_B_cell15","cond_B_cell16","cond_B_cell17","cond_B_cell18","cond_B_cell19","cond_B_cell20","cond_B_cell21","cond_B_cell22","cond_B_cell23","cond_B_cell24","cond_B_cell25","cond_B_cell26","cond_B_cell27","cond_B_cell28","cond_B_cell29","cond_B_cell30","cond_B_cell31","cond_B_cell32","cond_B_cell33","cond_B_cell34","cond_B_cell35","cond_B_cell36","cond_B_cell37","cond_B_cell38","cond_B_cell39","cond_B_cell40","cond_B_cell41","cond_B_cell42","cond_B_cell43","cond_B_cell44","cond_B_cell45","cond_B_cell46","cond_B_cell47","cond_B_cell48","cond_B_cell49","cond_B_cell50","cond_B_cell51","cond_C_cell1","cond_C_cell2","cond_C_cell3","cond_C_cell4","cond_C_cell5","cond_C_cell6","cond_C_cell7","cond_C_cell8","cond_C_cell9","cond_C_cell10","cond_C_cell11","cond_C_cell12","cond_C_cell13","cond_C_cell14","cond_C_cell15","cond_C_cell16","cond_C_cell17","cond_C_cell18","cond_C_cell19","cond_C_cell20","cond_C_cell21","cond_C_cell22","cond_C_cell23","cond_C_cell24","cond_C_cell25","cond_C_cell26","cond_C_cell27","cond_C_cell28","cond_C_cell29","cond_C_cell30","cond_C_cell31","cond_C_cell32","cond_C_cell33","cond_D_cell1","cond_D_cell2","cond_D_cell3","cond_D_cell4","cond_D_cell5","cond_D_cell6","cond_D_cell7","cond_D_cell8","cond_D_cell9","cond_D_cell10","cond_D_cell11","cond_D_cell12","cond_D_cell13","cond_D_cell14","cond_D_cell15","cond_D_cell16","cond_D_cell17","cond_D_cell18","cond_D_cell19","cond_D_cell20","cond_D_cell21","cond_D_cell22","cond_D_cell23","cond_D_cell24","cond_D_cell25","cond_D_cell26","cond_D_cell27","cond_D_cell28","cond_D_cell29","cond_D_cell30","cond_D_cell31","cond_D_cell32","cond_D_cell33","cond_D_cell34","cond_D_cell35","cond_D_cell36","cond_D_cell37","cond_D_cell38","cond_D_cell39","cond_D_cell40","cond_D_cell41","cond_D_cell42","cond_D_cell43","cond_D_cell44","cond_D_cell45","cond_D_cell46","cond_D_cell47","cond_D_cell48","cond_D_cell49","cond_D_cell50","cond_D_cell51","cond_D_cell52","cond_D_cell53","cond_D_cell54","cond_D_cell55","cond_D_cell56","cond_D_cell57","cond_D_cell58","cond_D_cell59","cond_D_cell60","cond_D_cell61","cond_D_cell62","cond_D_cell63","cond_D_cell64","cond_D_cell65","cond_D_cell66","cond_D_cell67","cond_D_cell68","cond_D_cell69","cond_D_cell70","cond_D_cell71","cond_D_cell72","cond_D_cell73","cond_D_cell74","cond_D_cell75","cond_D_cell76","cond_D_cell77","cond_D_cell78","cond_D_cell79","cond_D_cell80","cond_D_cell81","cond_D_cell82","cond_D_cell83","cond_D_cell84","cond_D_cell85","cond_D_cell86","cond_E_cell1","cond_E_cell2","cond_E_cell3","cond_E_cell4","cond_E_cell5","cond_E_cell6","cond_E_cell7","cond_E_cell8","cond_E_cell9","cond_E_cell10","cond_E_cell11","cond_E_cell12","cond_E_cell13","cond_E_cell14","cond_E_cell15","cond_E_cell16","cond_E_cell17","cond_E_cell18","cond_E_cell19","cond_E_cell20","cond_E_cell21","cond_E_cell22","cond_E_cell23","cond_E_cell24","cond_E_cell25","cond_E_cell26","cond_E_cell27","cond_E_cell28","cond_E_cell29","cond_E_cell30","cond_E_cell31","cond_E_cell32","cond_E_cell33","cond_E_cell34","cond_E_cell35","cond_E_cell36","cond_E_cell37","cond_E_cell38","cond_E_cell39","cond_E_cell40","cond_E_cell41","cond_E_cell42","cond_E_cell43","cond_E_cell44","cond_E_cell45","cond_E_cell46","cond_E_cell47","cond_E_cell48","cond_E_cell49","cond_E_cell50","cond_E_cell51","cond_E_cell52","cond_E_cell53","cond_E_cell54","cond_E_cell55","cond_E_cell56","cond_E_cell57","cond_E_cell58","cond_E_cell59","cond_E_cell60","cond_E_cell61","cond_E_cell62","cond_E_cell63","cond_E_cell64","cond_E_cell65","cond_E_cell66","cond_E_cell67","cond_E_cell68","cond_E_cell69","cond_F_cell1","cond_F_cell2","cond_F_cell3","cond_F_cell4","cond_F_cell5","cond_F_cell6","cond_F_cell7","cond_F_cell8","cond_F_cell9","cond_F_cell10","cond_F_cell11","cond_F_cell12","cond_F_cell13","cond_F_cell14","cond_F_cell15","cond_F_cell16","cond_F_cell17","cond_F_cell18","cond_F_cell19","cond_F_cell20","cond_F_cell21","cond_F_cell22","cond_F_cell23","cond_F_cell24","cond_F_cell25","cond_F_cell26","cond_F_cell27","cond_F_cell28","cond_F_cell29","cond_F_cell30","cond_F_cell31","cond_F_cell32","cond_F_cell33","cond_F_cell34","cond_F_cell35","cond_F_cell36","cond_F_cell37","cond_F_cell38","cond_F_cell39","cond_F_cell40","cond_F_cell41","cond_F_cell42","cond_F_cell43","cond_F_cell44","cond_F_cell45","cond_F_cell46","cond_F_cell47","cond_F_cell48","cond_F_cell49","cond_F_cell50","cond_F_cell51","cond_F_cell52","cond_F_cell53","cond_F_cell54","cond_F_cell55","cond_F_cell56","cond_F_cell57","cond_F_cell58","cond_F_cell59","cond_F_cell60","cond_F_cell61","cond_F_cell62","cond_F_cell63","cond_F_cell64","cond_F_cell65","cond_F_cell66","cond_F_cell67","cond_F_cell68","cond_F_cell69","cond_F_cell70","cond_F_cell71","cond_F_cell72","cond_F_cell73","cond_F_cell74","cond_F_cell75","cond_F_cell76","cond_F_cell77","cond_F_cell78","cond_F_cell79","cond_F_cell80","cond_F_cell81","cond_F_cell82","cond_F_cell83","cond_F_cell84","cond_F_cell85","cond_F_cell86","cond_F_cell87","cond_F_cell88","cond_F_cell89","cond_F_cell90","cond_F_cell91","cond_F_cell92","cond_F_cell93","cond_F_cell94"
"gene_396",3,0,0,0,0,0,1394,0,121,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,35,0,2,0,0,0,2543,2,0,0,2,0,0,0,693,0,0,0,0,501,96,0,0,0,0,17,0,0,1859,0,0,1912,0,0,6,0,0,0,0,1,0,2126,140,0,140,0,275,0,0,0,3,7022,0,0,0,0,3486,0,0,198,0,14,0,0,0,1410,291,4,0,85,6,0,27,0,2,0,0,0,16,21,2732,0,0,18,0,2,111,81,1732,0,0,23,0,0,60,3173,0,0,60,0,0,0,0,0,0,0,143,12,0,0,94,0,0,0,0,0,0,0,0,0,0,0,142,0,0,0,0,2398,3,0,0,81,416,0,0,0,0,0,0,0,144,0,0,0,0,4,4,0,0,95,0,0,138,0,0,1,0,0,1263,0,0,0,0,0,0,11,0,0,4,171,0,0,0,0,0,0,0,0,2,0,57,0,0,0,37,0,0,0,0,0,0,1,0,3,0,29,0,0,0,2484,0,0,0,0,0,0,0,0,0,0,18,390,0,0,0,0,0,0,0,0,0,1104,0,0,0,0,0,0,19,0,0,0,15,474,0,0,0,0,0,0,0,0,0,0,0,0,0,1691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,428,0,0,0,0,0,0,0,99,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,14,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,630,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1314,0,0,0,0,0,0,0,55,0,0,0,735,0,639,0,0,0,0,0,0,0,0
"gene_397",0,211,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,0,12,660,0,0,1087,0,95,0,0,0,0,0,0,0,0,0,0,8,182,50,0,159,894,0,0,0,0,24,0,58,1,0,0,3,96,26,0,0,44,0,0,0,0,0,0,0,0,25,182,229,0,0,4151,0,197,0,0,0,0,0,1,0,0,0,1765,0,0,0,8086,507,0,0,0,0,295,2,0,126,0,0,24,0,0,0,1,1,602,0,0,0,0,0,2,2,0,3379,0,230,0,0,0,21,0,0,379,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,552,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,1,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1961,0,0,0,239,0,12,5,0,0,30,0,0,0,0,1,0,0,0,0,0,14,0,0,0,9,0,0,0,9,0,0,18,0,1,0,0,6,0,0,0,0,0,1,12,0,7,0,0,0,0,0,0,0,68,0,46,0,13,0,0,0,0,0,0,0,261,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,28,16,0,0,0,0,0,0,3,0,0,0,0,0,271,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,2,78,0,118,0,0,0,830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene_398",2,93,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,7962,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene_399",136,0,0,1240,0,1,0,3,0,0,0,0,0,0,0,0,639,0,0,0,0,39,6321,0,1044,1435,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1726,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,784,0,0,2402,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,1014,0,0,0,0,0,0,0,0,0,0,0,0,258,0,0,0,84,0,0,0,0,0,0,0,0,4470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene_400",0,0,0,0,0,0,4,0,0,42,2095,0,0,0,265,0,5,0,0,0,0,171,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491,0,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,2625,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,1,152,0,0,0,0,0,0,0,0,2977,7,0,0,0,5,0,1,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,250,2232,10534,6533,506,4132,133,1,66,99,349,4654,1816,1115,189,1552,352,18,20,2239,579,2152,0,1181,221,3273,7222,26,6048,176,39,1501,646,6282,308,95,128,3265,1771,4148,6,1425,17,3322,38,83,0,190,577,29,119,402,422,725,501,42,431,0,597,3822,2100,200,3987,28,3,245,1,727,94,132,1452,331,135,255,3552,0,7469,164,50,1570,236,800,11,3583,28,5614,1691,15,3339,379,109,9974,744,155,3136,853,1245,5793,2776,1000,794,2241,1376,44,27,14,3783,12488,1132,1646,3767,115,17,70,5429,2929,7844,66,1201,667,5165,233,6512,9861,2,3098,1487,442,607,1190,63,3014,2088,843,84,919,998,196,6654,19132,764,540,16047,1954,54,3484,840,327,3546,4082,2836,292,509,5291,10,460,11,243,0,9112,0,471,14,0,10,106,7,8703,4378,5,182,0,1,0,1199,17,2783,331,61,33,2,446,0,178,8631,0,14,0,6,1434,7148,2125,3506,17296,13066,0,1582,23,0,24734,64,1741,321,17,693,5443,422,161,92,0,55,176,69,415,0,1,3214,76,0,5,26,788,0,1,0,0,653,238,49,10806,51,494,1101,0,34,814,2600,8752,417,5976,260,71,243,1212,0,1686,31407,19
"gene_401",0,0,0,0,0,2,1234,0,0,0,0,0,0,0,0,0,79,13,1456,0,37,0,0,0,0,0,0,0,141,0,559,0,0,0,0,0,139,0,0,181,280,107,0,489,0,0,0,0,0,0,113,0,0,0,0,0,350,0,0,944,0,0,0,0,0,0,0,0,28,0,0,55,0,0,0,0,0,0,1,0,0,0,31,1,2457,1,0,0,0,0,0,0,0,34,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1818,0,0,4,0,0,0,0,0,0,26,0,0,0,43,0,0,0,0,0,0,0,0,0,0,3,0,0,556,0,0,0,0,0,0,148,0,0,0,0,92,740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,33,4298,0,4,0,1,0,0,0,0,0,0,0,0,0,836,0,0,0,1408,0,0,0,4,0,189,0,74,0,0,0,0,0,0,0,0,71,1,0,82,0,6,129,2,0,2208,55,0,160,4,1,0,0,0,0,0,2,1,0,0,37,0,2,1,46,0,0,29,0,0,0,0,0,24,2,0,0,1,0,127,0,0,441,0,0,0,0,0,3,0,0,0,0,0,0,21,0,2262,0,0,0,0,5,0,0,0,0,0,1434,0,0,0,0,0,0,83,0,0,0,0,0,0,0,33,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,330,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17,0,0,0,1,0,0,0,0,0,0,0,0,0,21
"gene_402",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,14,0,0,2,0,0,3,0,0,0,1,0,0,0,2,0,0,0,1,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,126,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1968,0,0,0,0,0,0,0,0,827,0,0,0,0,0,0,0,1250,0,78,0,0,63,19,0,0,0,109,0,0,0,5,0,0,111,0,73,0,0,0,0,13,0,0,0,2,132,0,0,0,0,0,645,0,0,0,0,52,0,0,0,0,0,1099,0,0,0,2,0,1,0,0,0,0,0,0,0,0,34,0,5,0,3,0,0,0,20,0,0,0,30,0,0,0
"gene_403",0,0,0,0,39,1182,460,486,188,0,920,27,0,4,18,33,33,0,1,23,14,2320,0,0,0,264,3375,90,2629,91,16,1072,3338,799,3766,7,0,0,7,51,18,0,0,6081,1,60,0,3,0,0,9,1030,16,0,0,0,0,6,5195,0,0,0,2,0,0,0,7,5,0,1297,0,0,0,0,0,0,0,0,0,111,0,2183,0,92,140,0,0,0,0,0,0,11,28,64,0,0,0,0,0,0,0,335,10,0,1073,0,938,0,0,504,1,0,0,0,0,0,595,0,0,0,0,0,0,95,0,0,0,0,844,0,1643,0,10681,6,1184,12,0,49,27,0,0,0,1346,4359,0,291,21,13,13,4,0,0,0,111,0,61,0,31,165,0,0,9299,0,5602,6,0,0,0,0,0,168,0,40,1,0,67,0,881,2003,0,2079,28,7,570,3,3,6414,0,120,1,0,0,1513,35,0,6836,109,7,0,0,0,1,1237,0,0,0,0,0,0,1465,0,10,0,0,2699,1952,0,0,147,5,517,1,0,23,0,1,0,0,53,79,914,0,0,415,0,0,0,0,310,0,0,0,3,518,0,0,0,9,1,0,204,0,1791,0,0,0,0,6,2,0,0,162,0,0,1898,0,0,0,1177,41,0,271,0,0,0,0,94,16,0,546,0,0,0,0,199,843,0,712,0,26,0,0,0,5,1,0,0,0,0,0,0,459,0,0,0,0,0,2,0,0,0,409,0,0,13568,0,0,0,0,0,0,352,0,7936,1201,0,0,0,0,0,0,0,0,0,82,791,0,3,8,1824,0,0,0,0,0,26,0,0,180,0,15,70,0,0,0,0,1,2,343,0,0,2095,1290,32,0,0,2,0,0,256,374,0,41,0,88,0,0,0,0
"gene_404",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9918,0,0,0,0,1367,0,0,0,0,498,0,0,0,0,0,0,955,0,0,0,0,0,4171,0,220,0,0,0,0,0,6,0,0,0,3,0,90,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,64,0,0,71,0,0,0,0,0,0,0,20,0,0,0,0,19,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,2334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene_405",0,14,0,34,3664,1718,0,4,12,0,75,2306,0,0,1064,0,0,0,320,0,0,204,0,76,89,0,101,0,1615,1671,175,0,0,443,2,104,0,11,1,2663,38,0,51,2,0,6,272,0,0,0,0,0,0,0,0,0,175,0,0,0,127,0,0,0,0,0,0,0,166,0,0,0,0,91,45,15297,20,0,842,0,0,0,0,0,8,1430,0,0,3287,0,0,0,505,2,0,0,4366,0,0,0,0,0,0,0,0,0,0,1102,0,0,0,0,0,0,0,0,0,106,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,83,0,0,40,0,83,12,0,0,0,0,110,39,56,286,0,20,4625,0,426,3,0,0,0,0,27,0,281,0,0,154,0,0,0,0,0,0,0,16,0,8,0,62,1205,0,0,0,0,0,0,0,1,0,0,2119,0,65,0,238,0,0,6,0,237,0,0,0,0,2639,3,0,0,0,0,0,0,1705,0,1106,0,3,0,1,0,1,68,0,0,0,0,0,0,0,0,0,768,0,0,31,1,0,0,0,0,15,12,0,132,0,0,1162,0,18,0,0,106,78,55,0,0,0,0,0,868,0,0,0,0,0,0,69,0,0,0,21,0,15,0,0,49,0,2,0,0,0,0,40,0,3013,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,50,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1045,0,161,0,8,0,0,0,0,18,0,0,0,0,0,0,7,0,0,816,0,357,0,14,7,0,0,0,0,0,5
"gene_406",611,560,144,0,0,0,0,0,0,2,0,6,0,0,0,1,301,0,289,0,64,0,0,0,0,0,0,167,0,0,0,0,0,0,0,2352,0,0,0,0,0,6,9,0,7,0,0,101,0,0,251,0,0,42,17,429,0,0,1,0,0,0,245,1,5,0,0,0,80,406,0,0,653,0,764,6034,0,1155,155,0,0,352,0,419,3823,0,0,0,19482,0,0,66,26,0,0,5,1,0,0,0,0,2,0,0,0,0,0,0,0,0,6,21,0,0,0,1,0,0,0,2824,0,0,2711,115,0,149,0,3457,282,30,0,0,0,561,0,0,28,0,0,0,0,0,298,0,247,160,17,0,0,0,0,1,0,0,412,0,111,0,0,0,0,1,1839,14,0,1132,2,0,0,0,1,0,0,0,0,0,0,7,0,0,512,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,0,0,0,63,0,8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,405,1,0,5,5,0,0,0,0,0,1,14,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3224,0,0,0,0,0,0,0,6,685,0,0,0,0,0,0,0,0,27,11,0,0,20,0,0,0,0,235,0,0,8,0,0,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,24,0,0,0,0,0,0,0,0,0,0,3296,0,0,146,0,0,0,0,0,0,0,1,0,0,0,80,0,0,15,0,0,0,0,0,72,3,0,0,0,0,0,0,0,14,0,0,0,6,0,0,0,0,0,0,0,220,0,0,0,0,0,2,0,0,0,0,0,0,25,0,0
"gene_407",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,0,0,0,523,0,0,0,0,0,0,0,0,445,0,0,5,0,0,0,0,0,2,0,0,0,64,0,0,0,0,157,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,722,0,0,0,0,0,0,2579,428,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,2235,0,0,0,0,0,0,0,0,0,0
"gene_408",3,1,7,0,1,1,2,83,19,246,1,0,1,394,0,103,0,0,774,0,0,6,0,7,8,0,3,0,0,0,32,49,10,0,0,0,206,0,0,0,0,0,0,0,197,0,0,0,82,0,14,0,0,0,13,0,0,0,184,0,0,0,0,0,0,9,0,90,5141,0,0,628,0,1,0,1,4604,45,0,0,0,2,8,0,2,1,0,12,0,0,0,0,1,3361,0,0,4,0,8,59,50,0,4,201,406,0,0,0,37,618,124,50724,15432,881,270,5,9,0,460,0,1078,1,0,0,1,0,87,1340,0,3,0,50,241,0,24,54,0,1,1,0,0,0,67,18,1,5949,257,0,1,42,1,0,82,2631,154,0,91,0,290,234,0,2,90,0,2,93,28,0,153,0,11,0,1313,0,257,5,2,2,1,0,902,0,3,0,2,1,107,0,1,1,3,332,149,105,212,287,183,328,47,1,0,2999,183,2,196,0,20,1887,1,0,0,938,1,2221,32,1,2,0,0,0,0,0,501,1,0,0,0,1,1956,0,0,920,0,0,174,400,0,0,0,23,0,23,2,0,0,0,0,16,0,0,0,0,511,4159,887,61,0,236,0,0,0,0,0,0,13,0,256,0,142,0,0,6,176,21,0,0,0,11,348,5,0,0,47,0,12,30,0,0,3,0,0,0,0,3,5,0,0,0,0,0,0,0,1355,0,0,97,0,158,2020,0,0,16,109,3,0,0,0,390,0,0,0,0,0,0,1249,0,0,18,1,0,0,1,0,0,0,0,20978,12546,0,3365,0,1,0,0,11,0,0,0,1,0,0,24,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,717,0,2,0,41,0,0,1
